MolName	MolTotalCounts	MolRequestedCounts
HMP-KIN-MONOMER[c]	0	0
CPLX0-7961[i]	10	0
YADQ-MONOMER[i]	0	0
CPLX0-7962[c]	149	0
G6759-MONOMER[c]	0	0
CPLX0-7963[i]	32	0
EMRE-MONOMER[i]	1	0
EG11009-MONOMER[e]	0	0
CPLX0-7970[c]	4	0
G7924-MONOMER[c]	0	0
CPLX0-7973[c]	152	0
EG12313-MONOMER[c]	0	0
CPLX0-7974[c]	106	0
EG11702-MONOMER[c]	1	0
CPLX0-7975[i]	22	0
PD04413[i]	1	0
CPLX0-7976[s]	46	0
G7875-MONOMER[s]	0	0
G7874-MONOMER[e]	11	0
CPLX0-7977[c]	82	0
EG11085-MONOMER[c]	1	0
CPLX0-7979[c]	4	0
EG10144-MONOMER[c]	1	0
CPLX0-7981[i]	11	0
G6323-MONOMER[i]	6	0
CPLX0-7982[i]	5	0
MONOMER0-82[i]	4	0
CPLX0-7983[i]	3	0
G6417-MONOMER[i]	0	0
CPLX0-7984[c]	51	0
G7616-MONOMER[c]	0	0
CPLX0-7985[i]	2	0
G7840-MONOMER[i]	0	0
CPLX0-7986[c]	18	0
EG10486-MONOMER[c]	27	0
EG10485-MONOMER[c]	0	0
CPLX0-7987[c]	3	0
G7626-MONOMER[c]	2	0
CPLX0-7988[i]	0	0
G6715-MONOMER[c]	3	0
G6714-MONOMER[i]	5	0
CPLX0-7989[c]	39	0
G6662-MONOMER[c]	1	0
CPLX0-7990[c]	27	0
RFFTRANS-MONOMER[c]	0	0
CPLX0-7992[s]	58	0
G7664-MONOMER[i]	186	0
YHBN-MONOMER[e]	789	0
CPLX0-7993[c]	2	0
G6286-MONOMER[c]	1	0
CPLX0-7994[i]	8	0
G6528-MONOMER[i]	47	0
G6529-MONOMER[i]	0	0
CPLX0-7997[c]	32	0
DIAMINOPIMEPIM-MONOMER[c]	1	0
CPLX0-7998[c]	237	0
EG12146-MONOMER[c]	2	0
CPLX0-7[i]	6	0
MONOMER0-5[i]	0	0
CPLX0-8005[c]	693	0
3-OXOACYL-ACP-REDUCT-MONOMER[c]	3	0
CPLX0-8006[c]	1855	0
ENOYL-ACP-REDUCT-NADH-MONOMER[c]	3	0
CPLX0-8008[c]	66	0
UDPGLCNACEPIM-MONOMER[c]	0	0
CPLX0-8009[e]	15	0
EG10311-MONOMER[e]	0	0
CPLX0-8010[c]	85	0
G7020-MONOMER[c]	1	0
CPLX0-8011[i]	71	0
GLCNACPTRANS-MONOMER[i]	1	0
CPLX0-8012[c]	13	0
DTDPGLUCOSEPP2-MONOMER[c]	1	0
CPLX0-8013[c]	40	0
UDPMANNACADEHYDROG-MONOMER[c]	0	0
CPLX0-8014[c]	153	0
UDP-NACMUR-ALA-LIG-MONOMER[c]	0	0
CPLX0-8015[c]	40	0
ADHP-MONOMER[c]	0	0
CPLX0-8016[c]	299	0
UDPHYDROXYMYRGLUCOSAMNACETYLTRANS-MONO[c]	1	0
CPLX0-801[p]	360	0
EG11398-MONOMER[p]	1	0
CPLX0-8028[c]	0	0
IS061-RNA[c]	0	0
CPLX0-8031[c]	127	0
PDXY-MONOMER[c]	1	0
CPLX0-8032[c]	2	0
G7234-MONOMER[c]	1	0
CPLX0-8033[c]	7	0
EG11101-MONOMER[c]	0	0
CPLX0-8034[c]	110	0
DTDPGLUCOSEPP-MONOMER[c]	1	0
CPLX0-8043[c]	10	0
G6799-MONOMER[c]	0	0
CPLX0-8044[c]	17	0
EG11828-MONOMER[c]	0	0
CPLX0-8045[c]	87	0
EG10153-MONOMER[c]	1	0
CPLX0-8046[c]	777	0
SECB[c]	0	0
CPLX0-8089[i]	316	0
SECA[i]	0	0
CPLX0-8090[c]	30	0
G6673-MONOMER[c]	2	0
CPLX0-8092[c]	19	0
EG10564-MONOMER[c]	1	0
CPLX0-8095[c]	0	0
CPLX0-8096[c]	1885	0
G7885-MONOMER[c]	1	0
CPLX0-8097[i]	14	0
SBMA-MONOMER[i]	1	0
CPLX0-8098[c]	6	0
UGD-MONOMER[c]	0	0
CPLX0-8102[i]	117	0
TAR-MONOMER[i]	1	0
CPLX0-8103[i]	1	0
TSR-MONOMER[i]	0	0
CPLX0-8104[i]	2	0
TAP-MONOMER[i]	1	0
CPLX0-8105[i]	2	0
TRG-MONOMER[i]	1	0
CPLX0-8106[c]	88	0
EG11298-MONOMER[c]	1	0
CPLX0-8107[c]	10	0
EG11535-MONOMER[c]	0	0
CPLX0-8108[c]	108	0
EG11534-MONOMER[c]	0	0
CPLX0-8109[c]	14	0
EG11236-MONOMER[c]	1	0
CPLX0-8110[c]	2	0
G6154-MONOMER[c]	1	0
CPLX0-8111[c]	45	0
EG11064-MONOMER[c]	1	0
CPLX0-8112[c]	236	0
EG11430-MONOMER[c]	1	0
CPLX0-8113[i]	82	0
EG10735-MONOMER[i]	1	0
CPLX0-8119[i]	3	0
MONOMER0-6[i]	0	0
G7250-MONOMER[c]	0	0
G7246-MONOMER[c]	6	0
CPLX0-8120[i]	26	0
ARTI-MONOMER[p]	412	0
CPLX0-8121[c]	81	0
EG11315-MONOMER[c]	1	0
CPLX0-8122[c]	75	0
EG12310-MONOMER[c]	0	0
CPLX0-8123[c]	53	0
G7431-MONOMER[c]	4	0
CPLX0-8124[c]	302	0
G6675-MONOMER[c]	1	0
CPLX0-8125[i]	3	0
EG12259-MONOMER[i]	11	0
EG12260-MONOMER[i]	0	0
CPLX0-8127[c]	27	0
G6721-MONOMER[c]	1	0
CPLX0-8128[c]	82	0
G6912-MONOMER[c]	1	0
CPLX0-8129[c]	0	0
G6303-MONOMER[c]	0	0
CPLX0-8152[i]	158	0
EG12347-MONOMER[i]	140	0
G7037-MONOMER[i]	0	0
G7039-MONOMER[i]	4293	0
CPLX0-8154[c]	12	0
G7880-MONOMER[c]	0	0
CPLX0-8155[c]	22	0
G7816-MONOMER[c]	0	0
CPLX0-8156[c]	455	0
EG10698-MONOMER[c]	1	0
CPLX0-8157[c]	518	0
EG10680-MONOMER[c]	1	0
CPLX0-8158[c]	19	0
DLACTDEHYDROGNAD-MONOMER[c]	1	0
CPLX0-8159[c]	7	0
G7596-MONOMER[c]	0	0
CPLX0-8160[i]	211	0
SUCC-DEHASE[i]	0	0
CPLX0-8163[c]	67	0
EG11511-MONOMER[c]	0	0
CPLX0-8164[c]	30	0
EG10154-MONOMER[c]	0	0
CPLX0-8165[c]	314	0
EG10976-MONOMER[c]	2	0
CPLX0-8167[i]	1	0
FORMHYDROGI-CPLX[i]	0	0
CPLX0-8168[i]	26	0
PHOQ-MONOMER[i]	0	0
CPLX0-8173[c]	18	0
EG12845-MONOMER[c]	1	0
CPLX0-8174[c]	11	0
CPLX0-8175[c]	42	0
EG11859-MONOMER[c]	0	0
CPLX0-8176[c]	64	0
G7456-MONOMER[c]	0	0
CPLX0-8177[c]	1899	0
MONOMER0-1701[c]	0	0
CPLX0-8178[s]	18	0
G6565-MONOMER[e]	592	0
CPLX0-8179[s]	19	0
G7642-MONOMER[e]	157	0
CPLX0-8180[c]	68	0
EG10157-MONOMER[c]	3	0
CPLX0-8181[c]	115	0
G6991-MONOMER[c]	7	0
EG11171-MONOMER[c]	0	0
CPLX0-8182[c]	128	0
EG11757-MONOMER[c]	0	0
CPLX0-8183[i]	25	0
EG11652-MONOMER[i]	1	0
CPLX0-8184[c]	257	0
EG11580-MONOMER[c]	0	0
CPLX0-8185[c]	433	0
EG12391-MONOMER[c]	1	0
CPLX0-8186[c]	117	0
GALACTITOLPDEHYD-MONOMER[c]	1	0
CPLX0-8187[i]	11	0
G7682-MONOMER[i]	8	0
CPLX0-8188[i]	82	0
EG10597-MONOMER[i]	1360	0
EG10596-MONOMER[c]	1	0
CPLX0-8189[i]	2	0
G7350-MONOMER[i]	1	0
CPLX0-8190[c]	27	0
G7021-MONOMER[c]	0	0
CPLX0-8191[c]	220	0
EG10240-MONOMER[c]	1	0
CPLX0-8192[c]	2075	0
EG10416-MONOMER[c]	1	0
CPLX0-8196[c]	84	0
CPLX0-8198[s]	54	0
EG12371-MONOMER[s]	0	0
CPLX0-8199[i]	22	0
CPLX0-8200[i]	6	0
G7314-MONOMER[i]	0	0
CPLX0-8201[c]	12	0
G7394-MONOMER[c]	1	0
CPLX0-8202[c]	40	0
ALARACEBIOSYN-MONOMER[c]	0	0
CPLX0-821[c]	0	0
G7723-MONOMER[c]	10	0
EG10571-MONOMER[c]	1	0
CPLX0-861[c]	184	0
G7055-MONOMER[c]	0	0
EG10156-MONOMER[c]	3	0
CPLX0-901[c]	1	0
EG11372-MONOMER[c]	0	0
CPLX0-902[c]	60	0
EG11761-MONOMER[c]	1	0
CPLX0-921[p]	438	0
G6104-MONOMER[p]	0	0
CPLX0-961[i]	15	0
EG10778-MONOMER[i]	0	0
CPLX0-981[c]	10	0
EG12344-MONOMER[c]	5	0
CPLXECOLI-7943[c]	64	0
G7409-MONOMER[c]	0	0
CREC-CPLX[i]	5	0
CREC-MONOMER[i]	1	0
CTPSYN-CPLX[c]	410	0
CTPSYN-MONOMER[c]	2	0
CYANLY-MONOMER[c]	1	0
CYSSYNMULTI-CPLX[c]	37	0
CYSTATHIONINE-BETA-LYASE-CPLX[c]	162	0
CYSTATHIONINE-BETA-LYASE-MONOMER[c]	2	0
CYT-D-UBIOX-CPLX[i]	219	0
CYDA-MONOMER[i]	0	0
CYDB-MONOMER[i]	24	0
MONOMER0-2663[i]	246	0
CYT-O-UBIOX-CPLX[i]	824	0
CYOD-MONOMER[i]	0	0
CYOA-MONOMER[i]	1651	0
CYOB-MONOMER[i]	478	0
CYOC-MONOMER[i]	360	0
CYTIDEAM-CPLX[c]	47	0
CYTIDEAM-MONOMER[c]	0	0
DALADALALIGB-CPLX[c]	90	0
DALADALALIGB-MONOMER[c]	1	0
DALADEHYDROG-CPLX[i]	58	0
DALADEHYDROGA-MONOMER[i]	0	0
DAPASYN-CPLX[c]	151	0
DAPASYN-MONOMER[c]	0	0
DCTP-DEAM-CPLX[c]	52	0
DCTP-DEAM-MONOMER[c]	2	0
DCYSDESULF-CPLX[c]	309	0
DCYSDESULF-MONOMER[c]	1	0
DEOA-CPLX[c]	2	0
DEOA-MONOMER[c]	0	0
DEOD-CPLX[c]	536	0
DEOD-MONOMER[c]	5	0
DETHIOBIOTIN-SYN-CPLX[c]	197	0
DETHIOBIOTIN-SYN-MONOMER[c]	1	0
DGTPTRIPHYDRO-CPLX[c]	13	0
DGTPTRIPHYDRO-MONOMER[c]	2	0
DHHB-METHYLTRANSFER-CPLX[i]	413	0
DHHB-METHYLTRANSFER-MONOMER[i]	0	0
DHPDIOXYGEN-CPLX[c]	1	0
DHPDIOXYGEN-MONOMER[c]	2	0
DIACYLGLYKIN-CPLX[i]	101	0
DIACYLGLYKIN-MONOMER[i]	2	0
DIAMINOPIMDECARB-CPLX[c]	83	0
DIAMINOPIMDECARB-MONOMER[c]	3	0
DIHYDRODIPICSYN-CPLX[c]	392	0
DIHYDRODIPICSYN-MONOMER[c]	1	0
DIHYDROOROT-CPLX[c]	1429	0
DIHYDROOROT-MONOMER[c]	0	0
DIHYDROPICRED-CPLX[c]	188	0
DIHYDROPICRED-MONOMER[c]	2	0
DIHYDROPTERIREDUCT-CPLX[c]	972	0
DIHYDROPTERIREDUCT-MONOMER[c]	0	0
DIHYDROXYACIDDEHYDRAT-CPLX[c]	130	0
DIHYDROXYACIDDEHYDRAT-MONOMER[c]	1	0
DIMESULFREDUCT-CPLX[i]	4	0
DMSA-MONOMER[i]	0	0
DMSB-MONOMER[c]	7	0
DMSC-MONOMER[i]	7	0
DIOHBUTANONEPSYN-CPLX[i]	321	0
DIOHBUTANONEPSYN-MONOMER[i]	1	0
DMBPPRIBOSYLTRANS-CPLX[c]	20	0
DMBPPRIBOSYLTRANS-MONOMER[c]	1	0
DSBC-CPLX[p]	392	0
DSBC-MONOMER[p]	1	0
DSBG-CPLX[p]	194	0
DSBG-MONOMER[p]	1	0
DTDPGLUCDEHYDRAT-CPLX[c]	349	0
DTDPGLUCDEHYDRAT-MONOMER[c]	0	0
DTDPRHAMSYNTHMULTI-CPLX[c]	237	0
DTDPDEHYDRHAMEPIM-MONOMER[c]	0	0
DTDPDEHYRHAMREDUCT-MONOMER[c]	215	0
DUTP-PYROP-CPLX[c]	258	0
DUTP-PYROP-MONOMER[c]	0	0
DXPREDISOM-CPLX[c]	42	0
DXPREDISOM-MONOMER[c]	1	0
E1O-MONOMER[c]	11	0
E1P-CPLX[c]	416	0
E1P-MONOMER[c]	1	0
E2O-MONOMER[c]	2	0
E3-MONOMER[i]	1	0
EIISGA[i]	1	0
YJFU-MONOMER[c]	16	0
YJFT-MONOMER[c]	20	0
SGAT-MONOMER[i]	1	0
EIISGC[i]	10	0
MONOMER0-2121[c]	0	0
SGCC-MONOMER[i]	2	0
SGCA-MONOMER[c]	46	0
ENOLASE-MONOMER[c]	1	0
ENTA-CPLX[c]	194	0
ENTA-MONOMER[c]	2	0
ENTE-CPLX[i]	990	0
ENTE-MONOMER[i]	1	0
ENVZ-CPLX[i]	18	0
ENVZ-MONOMER[i]	0	0
ERYTH4PDEHYDROG-CPLX[c]	33	0
ERYTH4PDEHYDROG-MONOMER[c]	0	0
ETHAMLY-CPLX[c]	9	0
EUTB-MONOMER[c]	209	0
EUTC-MONOMER[c]	3	0
ATPC-MONOMER[i]	731	0
ATPH-MONOMER[i]	0	0
ATPG-MONOMER[i]	1172	0
ATPB-MONOMER[i]	0	0
F16B-CPLX[c]	206	0
F16B-MONOMER[c]	3	0
FABA-CPLX[c]	1768	0
FABA-MONOMER[c]	0	0
FABB-CPLX[c]	850	0
FABB-MONOMER[c]	1	0
FABZ-CPLX[c]	29	0
FABZ-MONOMER[c]	1	0
FADA-CPLX[c]	3	0
FADA-MONOMER[c]	0	0
FADB-CPLX[c]	0	0
FADB-MONOMER[c]	1	0
FAO-CPLX[c]	21	0
FHLMULTI-CPLX[i]	1	0
FORMATEDEHYDROGH-MONOMER[c]	0	0
HYDROG3-CPLX[i]	0	0
FLGH-FLAGELLAR-L-RING[s]	835	0
MOTA-FLAGELLAR-MOTOR-STATOR-PROTEIN[i]	1081	0
MOTB-FLAGELLAR-MOTOR-STATOR-PROTEIN[i]	1278	0
FLGB-FLAGELLAR-MOTOR-ROD-PROTEIN[s]	5634	0
FLGC-FLAGELLAR-MOTOR-ROD-PROTEIN[s]	3435	0
FLGF-FLAGELLAR-MOTOR-ROD-PROTEIN[s]	1616	0
FLGG-FLAGELLAR-MOTOR-ROD-PROTEIN[s]	2633	0
FLGI-FLAGELLAR-P-RING[s]	622	0
FLIF-FLAGELLAR-MS-RING[s]	664	0
EG11346-MONOMER[s]	830	0
EG10322-MONOMER[s]	1324	0
FOLD-CPLX[c]	598	0
FOLD-MONOMER[c]	1	0
FOLE-CPLX[c]	742	0
GTP-CYCLOHYDRO-I-MONOMER[c]	4	0
FOLXTET-CPLX[c]	117	0
H2NTPEPIM-MONOMER[c]	7	0
FORMATEDEHYDROGN-CPLX[i]	0	0
FORMATEDEHYDROGO-CPLX[i]	12	0
FDOG-MONOMER[c]	3	0
FDOH-MONOMER[i]	0	0
FDOI-MONOMER[i]	2	0
FORMHYDROG2-CPLX[i]	3	0
HYBA-MONOMER[i]	0	0
EG11800-MONOMER[i]	0	0
MONOMER0-145[i]	4	0
HYBC-MONOMER[i]	20	0
HYAA-MONOMER[i]	0	0
HYAB-MONOMER[i]	1	0
HYAC-MONOMER[i]	2	0
FORMYLTHFDEFORMYL-CPLX[c]	307	0
FORMYLTHFDEFORMYL-MONOMER[c]	5	0
FRUCBISALD-CLASSII[c]	4261	0
FRUCTBISALD-CLASSII-MONOMER[c]	1	0
FRUCBISALD-CLASSI[c]	35	0
FRUCBISALD-CLASSI-MONOMER[c]	9	0
FUMARASE-A[c]	188	0
FUMA-MONOMER[c]	1	0
FUMARASE-B[c]	2	0
FUMB-MONOMER[c]	0	0
FUMARASE-C[c]	39	0
FUMC-MONOMER[c]	2	0
FUMARATE-REDUCTASE[i]	24	0
FUM-FLAVO[i]	17	0
FUM-FE-S[i]	7	0
FUM-MEMB1[i]	0	0
FUM-MEMB2[i]	24	0
GABATRANSAM-CPLX[c]	33	0
GABATRANSAM-MONOMER[c]	0	0
GALACTOACETYLTRAN-CPLX[c]	0	0
GALACTOACETYLTRAN-MONOMER[c]	0	0
GALACTURIDYLYLTRANS-CPLX[c]	43	0
GALACTURIDYLYLTRANS-MONOMER[c]	1	0
GAPDH-A-CPLX[c]	14048	0
GAPDH-A-MONOMER[c]	1	0
GCVP-CPLX[c]	95	0
GCVP-MONOMER[c]	1	0
GDHA-CPLX[c]	1206	0
GDHA-MONOMER[c]	3	0
GDPMANDEHYDRA-CPLX[c]	10	0
GDPMANDEHYDRA-MONOMER[c]	0	0
GLNG-CPLX[c]	33	0
PROTEIN-NRI[c]	0	0
GLNL-CPLX[i]	13	0
PROTEIN-NRII[i]	0	0
GLUC1PADENYLTRANS-CPLX[c]	103	0
GLUC1PADENYLTRANS-MONOMER[c]	2	0
GLUCONOKINII-CPLX[c]	0	0
GLUCONOKINII-MONOMER[c]	1	0
GLUCOSAMINE-6-P-DEAMIN-CPLX[c]	83	0
GLUCOSAMINE-6-P-DEAMIN-MONOMER[c]	0	0
GLUCOSE-1-PHOSPHAT-CPLX[p]	53	0
GLUCOSE-1-PHOSPHAT-MONOMER[p]	1	0
GLUTAMATESYN-CPLX[c]	494	0
GLUTAMATESYN-DIMER[c]	0	0
GLUSYNSMALL-MONOMER[c]	230	0
GLUSYNLARGE-MONOMER[c]	0	0
GLUTAMIDOTRANS-CPLX[c]	295	0
GLUTAMIDOTRANS-MONOMER[c]	28	0
CYCLASE-MONOMER[c]	0	0
GLUTAMINESYN-OLIGOMER[c]	397	0
GLUTAMINESYN-MONOMER[c]	6	0
GLUTATHIONE-REDUCT-NADPH-CPLX[c]	228	0
GLUTATHIONE-REDUCT-NADPH-MONOMER[c]	0	0
GLUTATHIONE-SYN-CPLX[c]	143	0
GLUTATHIONE-SYN-MONOMER[c]	3	0
GLUTDECARBOXA-CPLX[c]	6	0
GLUTDECARBOXA-MONOMER[c]	0	0
GLUTDECARBOXB-CPLX[c]	10	0
GLUTDECARBOXB-MONOMER[c]	3	0
GLUTKIN-CPLX[c]	0	0
GLUTKIN-MONOMER[c]	3	0
GLUTSEMIALDEHYDROG-CPLX[c]	23	0
GLUTSEMIALDEHYDROG-MONOMER[c]	2	0
GLYC3PDEHYDROGBIOSYN-CPLX[c]	126	0
GLYC3PDEHYDROGBIOSYN-MONOMER[c]	0	0
GLYCDEH-CPLX[c]	3	0
GLYCDEH-MONOMER[c]	0	0
GLYCEROL-KIN-CPLX[c]	891	0
GLYCEROL-KIN-MONOMER[c]	0	0
GLYCOPHOSPHORYL-CPLX[c]	82	0
GLYCOPHOSPHORYL-MONOMER[c]	1	0
GLYCPDIESTER-PERI-CPLX[p]	42	0
GLYCPDIESTER-PERI-MONOMER[p]	0	0
GLYOCARBOLIG-CPLX[c]	2	0
GLYOCARBOLIG-MONOMER[c]	0	0
GLYOHMETRANS-CPLX[c]	5496	0
GLYOHMETRANS-MONOMER[c]	1	0
GLYOXI-CPLX[c]	1472	0
GLYOXI-MONOMER[c]	0	0
GLYS-CPLX[c]	653	0
GLYS-MONOMER[c]	0	0
GLYQ-MONOMER[c]	234	0
GMP-REDUCT-CPLX[c]	295	0
GMP-REDUCT-MONOMER[c]	2	0
GMP-SYN-CPLX[c]	1261	0
GMP-SYN-MONOMER[c]	1	0
GPT-CPLX[i]	318	0
GPT-MONOMER[i]	0	0
GSAAMINOTRANS-CPLX[c]	380	0
GSAAMINOTRANS-MONOMER[c]	0	0
GSP-CPLX[c]	203	0
GSP-MONOMER[c]	1	0
GST-CPLX[c]	454	0
GST-MONOMER[c]	1	0
GTP-CYCLOHYDRO-II-CPLX[c]	259	0
GTP-CYCLOHYDRO-II-MONOMER[c]	1	0
GUANYL-KIN-CPLX[c]	264	0
GUANYL-KIN-MONOMER[c]	0	0
H2PTEROATESYNTH-CPLX[c]	59	0
H2PTEROATESYNTH-MONOMER[c]	1	0
HCAMULTI-CPLX[c]	22	0
HCAC-MONOMER[c]	0	0
HCAD-MONOMER[c]	4	0
HCAA2-MONOMER[c]	21	0
PHENYLPRODIOXY-MONOMER[c]	27	0
HISS-CPLX[c]	344	0
HISS-MONOMER[c]	0	0
HISTDEHYD-CPLX[c]	216	0
HISTDEHYD-MONOMER[c]	0	0
HISTPHOSTRANS-CPLX[c]	233	0
HISTPHOSTRANS-MONOMER[c]	0	0
HMP-P-KIN-CPLX[c]	96	0
HMP-P-KIN-MONOMER[c]	3	0
HOLO-ACP-SYNTH-CPLX[c]	85	0
HOLO-ACP-SYNTH-MONOMER[c]	1	0
HOMOSERKIN-CPLX[c]	632	0
HOMOSERKIN-MONOMER[c]	0	0
HOMSUCTRAN-CPLX[c]	182	0
HOMSUCTRAN-MONOMER[c]	0	0
HYCD-MONOMER[i]	0	0
HYCC-MONOMER[i]	3	0
HYCF-MONOMER[c]	10	0
HYCG-MONOMER[c]	8	0
HYCBSMALL-MONOMER[c]	0	0
HYCELARGE-MONOMER[c]	5	0
HYDROPEROXIDI-CPLX[c]	152	0
HYDROPEROXIDI-MONOMER[c]	0	0
HYDROPEROXIDII-CPLX[c]	40	0
HYDROPEROXIDII-MONOMER[c]	1	0
IMIDHISTID-CPLX[c]	384	0
IMIDPHOSPHADEHYDHISTIDPHOSPHA-MONOMER[c]	0	0
IMP-DEHYDROG-CPLX[c]	496	0
IMP-DEHYDROG-MONOMER[c]	1	0
ISOCIT-LYASE[c]	1780	0
ISOCIT-LYASE-MONOMER[c]	0	0
ISOCITHASE-CPLX[c]	13047	0
ISOCITDEH-SUBUNIT[c]	1	0
KDO-8PPHOSPHAT-CPLX[c]	68	0
G7663-MONOMER[c]	0	0
KDO-8PSYNTH-CPLX[c]	485	0
KDO-8PSYNTH-MONOMER[c]	0	0
KDPD-CPLX[i]	8	0
KDPD-MONOMER[i]	1	0
KDPGALDOL-4OH2OXOGLUTARALDOL-CPLX[c]	360	0
KDPGALDOL-4OH2OXOGLUTARALDOL-MONOMER[c]	1	0
L-GLN-FRUCT-6-P-AMINOTRANS-CPLX[c]	505	0
L-GLN-FRUCT-6-P-AMINOTRANS-MONOMER[c]	1	0
LACTALDREDUCT-CPLX[c]	10	0
LACTALDREDUCT-MONOMER[c]	1	0
LDC2-CPLX[c]	1	0
LDC2-MONOMER[c]	1	0
LTAA-CPLX[c]	97	0
LTAA-MONOMER[c]	1	0
LTARTDEHYDRA-CPLX[c]	2	0
TTDA-CPLX[c]	1	0
TTDB-CPLX[c]	0	0
LUMAZINESYN-CPLX[c]	24	0
LUMAZINESYN-MONOMER[c]	9	0
LYSDECARBOX-CPLX[c]	0	0
LYSDECARBOX-MONOMER[c]	6	0
LYSS-CPLX[c]	1092	0
LYSS-MONOMER[c]	1	0
LYSU-CPLX[c]	116	0
LYSU-MONOMER[c]	1	0
LYXK-CPLX[c]	1	0
LYXK-MONOMER[c]	0	0
MALATE-DEHASE[c]	4550	0
MALATE-DEHASE-MONOMER[c]	1	0
MALDEXPHOSPHORYL-CPLX[c]	120	0
MALDEXPHOSPHORYL-MONOMER[c]	0	0
MALIC-NAD-CPLX[c]	182	0
MALIC-NAD-MONOMER[c]	3	0
MALIC-NADP-CPLX[c]	65	0
MALIC-NADP-MONOMER[c]	0	0
MALTACETYLTRAN-CPLX[c]	24	0
MALTACETYLTRAN-MONOMER[c]	1	0
MENE-CPLX[c]	4	0
O-SUCCINYLBENZOATE-COA-LIG-MONOMER[c]	2	0
MENF-CPLX[c]	26	0
MENF-MONOMER[c]	1	0
METG-CPLX[c]	696	0
METG-MONOMER[c]	0	0
METHGLYSYN-CPLX[c]	272	0
METHGLYSYN-MONOMER[c]	0	0
METHYLENETHFREDUCT-CPLX[c]	135	0
METHYLENETHFREDUCT-MONOMER[c]	2	0
METNIQ-METHIONINE-ABC-CPLX[i]	173	0
ABC-MONOMER[i]	40	0
METI-MONOMER[i]	0	0
METQ-MONOMER[i]	5547	0
MUTHLS-CPLX[c]	14	0
EG11281-MONOMER[c]	0	0
EG10625-MONOMER[c]	126	0
EG10624-MONOMER[c]	16	0
N-ACETYLTRANSFER-CPLX[c]	79	0
N-ACETYLTRANSFER-MONOMER[c]	4	0
NAD-SYNTH-CPLX[c]	1060	0
NAD-SYNTH-MONOMER[c]	0	0
NADH-DHI-CPLX[i]	54	0
NUOA-MONOMER[i]	352	0
NUOH-MONOMER[i]	49	0
NUOJ-MONOMER[i]	13	0
NUOK-MONOMER[i]	0	0
NUOL-MONOMER[i]	43	0
NUOM-MONOMER[i]	110	0
NUON-MONOMER[i]	152	0
NAG1P-URIDYLTRANS-CPLX[c]	131	0
NAG1P-URIDYLTRANS-MONOMER[c]	2	0
NAG6PDEACET-CPLX[c]	31	0
NAG6PDEACET-MONOMER[c]	2	0
NAP-CPLX[i]	0	0
NAPB-MONOMER[p]	8	0
NAPC-MONOMER[i]	9	0
NAPA-MONOMER[p]	7	0
NARQ-CPLX[i]	4	0
NARQ-MONOMER[i]	1	0
NARX-CPLX[i]	11	0
NARX-MONOMER[i]	0	0
NIRB-CPLX[c]	2	0
NIRB-MONOMER[c]	0	0
NITRATREDUCTA-CPLX[i]	4	0
NARG-MONOMER[i]	1	0
NARH-MONOMER[i]	7	0
NARI-MONOMER[i]	7	0
NITRATREDUCTZ-CPLX[i]	6	0
NARY-MONOMER[i]	2	0
NARZ-MONOMER[i]	4	0
NARV-MONOMER[i]	0	0
NITRITREDUCT-CPLX[c]	2	0
NIRD-MONOMER[c]	0	0
NRDACTMULTI-CPLX[c]	7	0
RIBONUCLEOSIDE-TRIP-REDUCT-CPLX[c]	11	0
FLAVONADPREDUCT-MONOMER[c]	455	0
NRDE-CPLX[c]	0	0
NRDE-MONOMER[c]	1	0
NRDF-CPLX[c]	501	0
NRDF-MONOMER[c]	0	0
NRFMULTI-CPLX[i]	1	0
NRFD-MONOMER[i]	0	0
NRFC-MONOMER[i]	2	0
CYTOCHROMEC-MONOMER[p]	15	0
CYTOCHROMEC552-MONOMER[p]	25	0
NUCLEOSIDE-DIP-KIN-CPLX[c]	1332	0
NUCLEOSIDE-DIP-KIN-MONOMER[c]	2	0
O-SUCCHOMOSERLYASE-CPLX[c]	12	0
O-SUCCHOMOSERLYASE-MONOMER[c]	0	0
ORNCARBAMTRANSFERF-CPLX[c]	265	0
CHAINF-MONOMER[c]	0	0
ORNCARBAMTRANSFERI-CPLX[c]	116	0
CHAINI-MONOMER[c]	2	0
ORNDECARBOX-BIO-CPLX[c]	53	0
ORNDECARBOX-BIO-MONOMER[c]	0	0
ORNDECARBOXDEG-CPLX[c]	5	0
ORNDECARBOXDEG-MONOMER[c]	1	0
OROPRIBTRANS-CPLX[c]	34	0
OROPRIBTRANS-MONOMER[c]	1	0
OROTPDECARB-CPLX[c]	213	0
OROTPDECARB-MONOMER[c]	0	0
PABASYN-CPLX[c]	31	0
PABASYN-COMPI-MONOMER[c]	77	0
PABASYN-COMPII-MONOMER[c]	0	0
PABSYNMULTI-CPLX[c]	6	0
PANTOATE-BETA-ALANINE-LIG-CPLX[c]	584	0
PANTOATE-BETA-ALANINE-LIG-MONOMER[c]	1	0
PANTOTHENATE-KIN-CPLX[c]	140	0
PANTOTHENATE-KIN-MONOMER[c]	1	0
PAPSSULFOTRANS-CPLX[c]	439	0
PAPSSULFOTRANS-MONOMER[c]	1	0
PC00003[c]	16	0
PD00242[c]	0	0
PC00004[c]	1715	0
PD00257[c]	1	0
PC00005[c]	122	0
PD00194[c]	3	0
PC00007[c]	121	0
PD00423[c]	1	0
PC00010[c]	172	0
PD00205[c]	1	0
